>HMT-748_16S000001 HMT-748 Campylobacter rectus
>HMT-753_16S002161 HMT-753 Cronobacter sakazakii
>HMT-755_16S002162 HMT-755 Streptococcus salivarius
>HMT-813_16S002163 HMT-813 Dolosigranulum pigrum
>HMT-707_16S002164 HMT-707 Streptococcus oralis
>HMT-734_16S002165 HMT-734 Streptococcus pneumoniae
>HMT-127_16S002166 HMT-127 Staphylococcus hominis
>HMT-584_16S002167 HMT-584 Treponema denticola
>HMT-677_16S002168 HMT-677 Streptococcus mitis
>HMT-734_16S002169 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002170 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002171 HMT-734 Streptococcus pneumoniae
>HMT-707_16S002172 HMT-707 Streptococcus oralis
>HMT-755_16S002173 HMT-755 Streptococcus salivarius
>HMT-734_16S002174 HMT-734 Streptococcus pneumoniae
>HMT-584_16S002175 HMT-584 Treponema denticola
>HMT-734_16S002176 HMT-734 Streptococcus pneumoniae
>HMT-144_16S002177 HMT-144 Actinomyces oris
>HMT-734_16S002178 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002179 HMT-677 Streptococcus mitis
>HMT-734_16S002180 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002181 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002182 HMT-677 Streptococcus mitis
>HMT-584_16S002183 HMT-584 Treponema denticola
>HMT-584_16S002184 HMT-584 Treponema denticola
>HMT-823_16S002185 HMT-823 Mycobacterium leprae
>HMT-734_16S002186 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002187 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002188 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002189 HMT-813 Dolosigranulum pigrum
>HMT-734_16S002190 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002191 HMT-677 Streptococcus mitis
>HMT-707_16S002192 HMT-707 Streptococcus oralis
>HMT-728_16S002193 HMT-728 Streptococcus peroris
>HMT-425_16S002194 HMT-425 Streptococcus pseudopneumoniae
>HMT-734_16S002195 HMT-734 Streptococcus pneumoniae
>HMT-707_16S002196 HMT-707 Streptococcus oralis
>HMT-707_16S002197 HMT-707 Streptococcus oralis
>HMT-139_16S002198 HMT-139 Selenomonas dianae
>HMT-734_16S002199 HMT-734 Streptococcus pneumoniae
>HMT-124_16S002200 HMT-124 Selenomonas artemidis
>HMT-734_16S002201 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002202 HMT-813 Dolosigranulum pigrum
>HMT-813_16S002203 HMT-813 Dolosigranulum pigrum
>HMT-677_16S002204 HMT-677 Streptococcus mitis
>HMT-021_16S002205 HMT-021 Streptococcus vestibularis
>HMT-734_16S002206 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002207 HMT-677 Streptococcus mitis
>HMT-734_16S002208 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002209 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002210 HMT-677 Streptococcus mitis
>HMT-813_16S002211 HMT-813 Dolosigranulum pigrum
>HMT-584_16S002212 HMT-584 Treponema denticola
>HMT-136_16S002213 HMT-136 Selenomonas felix
>HMT-734_16S002214 HMT-734 Streptococcus pneumoniae
>HMT-676_16S002215 HMT-676 Proteus mirabilis
>HMT-813_16S002216 HMT-813 Dolosigranulum pigrum
>HMT-813_16S002217 HMT-813 Dolosigranulum pigrum
>HMT-584_16S002218 HMT-584 Treponema denticola
>HMT-425_16S002219 HMT-425 Streptococcus pseudopneumoniae
>HMT-734_16S002220 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002221 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002222 HMT-813 Dolosigranulum pigrum
>HMT-425_16S002223 HMT-425 Streptococcus pseudopneumoniae
>HMT-813_16S002224 HMT-813 Dolosigranulum pigrum
>HMT-724_16S002225 HMT-724 Treponema parvum
>HMT-677_16S002226 HMT-677 Streptococcus mitis
>HMT-813_16S002227 HMT-813 Dolosigranulum pigrum
>HMT-584_16S002228 HMT-584 Treponema denticola
>HMT-734_16S002229 HMT-734 Streptococcus pneumoniae
>HMT-425_16S002230 HMT-425 Streptococcus pseudopneumoniae
>HMT-734_16S002231 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002232 HMT-677 Streptococcus mitis
>HMT-813_16S002233 HMT-813 Dolosigranulum pigrum
>HMT-734_16S002234 HMT-734 Streptococcus pneumoniae
>HMT-425_16S002235 HMT-425 Streptococcus pseudopneumoniae
>HMT-734_16S002236 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002237 HMT-734 Streptococcus pneumoniae
>HMT-425_16S002238 HMT-425 Streptococcus pseudopneumoniae
>HMT-734_16S002239 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002240 HMT-734 Streptococcus pneumoniae
>HMT-425_16S002241 HMT-425 Streptococcus pseudopneumoniae
>HMT-841_16S002242 HMT-841 Megasphaera lornae
>HMT-813_16S002243 HMT-813 Dolosigranulum pigrum
>HMT-734_16S002244 HMT-734 Streptococcus pneumoniae
>HMT-398_16S002245 HMT-398 Streptococcus oralis
>HMT-734_16S002246 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002247 HMT-813 Dolosigranulum pigrum
>HMT-734_16S002248 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002249 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002250 HMT-677 Streptococcus mitis
>HMT-425_16S002251 HMT-425 Streptococcus pseudopneumoniae
>HMT-734_16S002252 HMT-734 Streptococcus pneumoniae
>HMT-172_16S002253 HMT-172 Schaalia sp. HMT-172
>HMT-813_16S002254 HMT-813 Dolosigranulum pigrum
>HMT-425_16S002255 HMT-425 Streptococcus pseudopneumoniae
>HMT-813_16S002256 HMT-813 Dolosigranulum pigrum
>HMT-677_16S002257 HMT-677 Streptococcus mitis
>HMT-425_16S002258 HMT-425 Streptococcus pseudopneumoniae
>HMT-240_16S002259 HMT-240 Schaalia sp. HMT-240
>HMT-734_16S002260 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002261 HMT-677 Streptococcus mitis
>HMT-734_16S002262 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002263 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002264 HMT-813 Dolosigranulum pigrum
>HMT-677_16S002265 HMT-677 Streptococcus mitis
>HMT-813_16S002266 HMT-813 Dolosigranulum pigrum
>HMT-734_16S002267 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002268 HMT-677 Streptococcus mitis
>HMT-584_16S002269 HMT-584 Treponema denticola
>HMT-584_16S002270 HMT-584 Treponema denticola
>HMT-677_16S002271 HMT-677 Streptococcus mitis
>HMT-734_16S002272 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002273 HMT-734 Streptococcus pneumoniae
>HMT-677_16S002274 HMT-677 Streptococcus mitis
>HMT-638_16S002275 HMT-638 Streptococcus infantis
>HMT-411_16S002276 HMT-411 Streptococcus parasanguinis
>HMT-734_16S002277 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002278 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002279 HMT-734 Streptococcus pneumoniae
>HMT-584_16S002280 HMT-584 Treponema denticola
>HMT-133_16S002281 HMT-133 Selenomonas sp. HMT-133
>HMT-425_16S002282 HMT-425 Streptococcus pseudopneumoniae
>HMT-734_16S002283 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002284 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002285 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002286 HMT-813 Dolosigranulum pigrum
>HMT-813_16S002287 HMT-813 Dolosigranulum pigrum
>HMT-411_16S002288 HMT-411 Streptococcus parasanguinis
>HMT-136_16S002289 HMT-136 Selenomonas felix
>HMT-707_16S002290 HMT-707 Streptococcus oralis
>HMT-584_16S002291 HMT-584 Treponema denticola
>HMT-425_16S002292 HMT-425 Streptococcus pseudopneumoniae
>HMT-124_16S002293 HMT-124 Selenomonas artemidis
>HMT-734_16S002294 HMT-734 Streptococcus pneumoniae
>HMT-432_16S002295 HMT-432 Treponema vincentii
>HMT-734_16S002296 HMT-734 Streptococcus pneumoniae
>HMT-425_16S002297 HMT-425 Streptococcus pseudopneumoniae
>HMT-813_16S002298 HMT-813 Dolosigranulum pigrum
>HMT-734_16S002299 HMT-734 Streptococcus pneumoniae
>HMT-153_16S002300 HMT-153 Klebsiella aerogenes
>HMT-677_16S002301 HMT-677 Streptococcus mitis
>HMT-677_16S002302 HMT-677 Streptococcus mitis
>HMT-734_16S002303 HMT-734 Streptococcus pneumoniae
>HMT-136_16S002304 HMT-136 Selenomonas felix
>HMT-734_16S002305 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002306 HMT-813 Dolosigranulum pigrum
>HMT-425_16S002307 HMT-425 Streptococcus pseudopneumoniae
>HMT-425_16S002308 HMT-425 Streptococcus pseudopneumoniae
>HMT-734_16S002309 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002310 HMT-813 Dolosigranulum pigrum
>HMT-425_16S002311 HMT-425 Streptococcus pseudopneumoniae
>HMT-677_16S002312 HMT-677 Streptococcus mitis
>HMT-813_16S002313 HMT-813 Dolosigranulum pigrum
>HMT-425_16S002314 HMT-425 Streptococcus pseudopneumoniae
>HMT-813_16S002315 HMT-813 Dolosigranulum pigrum
>HMT-167_16S002316 HMT-167 Peptococcus sp. HMT-167
>HMT-893_16S002317 HMT-893 Actinomyces oris
>HMT-415_16S002318 HMT-415 Streptococcus rubneri
>HMT-663_16S002319 HMT-663 Stenotrophomonas maltophilia
>HMT-886_16S002320 HMT-886 
>HMT-897_16S002321 HMT-897 Actinomyces sp. HMT-897
>HMT-743_16S002322 HMT-743 Treponema putidum
>HMT-638_16S002323 HMT-638 Streptococcus infantis
>HMT-056_16S002324 HMT-056 Streptococcus sp. HMT-056
>HMT-734_16S002325 HMT-734 Streptococcus pneumoniae
>HMT-638_16S002326 HMT-638 Streptococcus infantis
>HMT-734_16S002327 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002328 HMT-734 Streptococcus pneumoniae
>HMT-595_16S002329 HMT-595 Corynebacterium durum
>HMT-734_16S002330 HMT-734 Streptococcus pneumoniae
>HMT-893_16S002331 HMT-893 Actinomyces oris
>HMT-734_16S002332 HMT-734 Streptococcus pneumoniae
>HMT-663_16S002333 HMT-663 Stenotrophomonas maltophilia
>HMT-124_16S002334 HMT-124 Selenomonas artemidis
>HMT-813_16S002335 HMT-813 Dolosigranulum pigrum
>HMT-755_16S002336 HMT-755 Streptococcus salivarius
>HMT-663_16S002337 HMT-663 Stenotrophomonas maltophilia
>HMT-734_16S002338 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002339 HMT-734 Streptococcus pneumoniae
>HMT-734_16S002340 HMT-734 Streptococcus pneumoniae
>HMT-676_16S002341 HMT-676 Proteus mirabilis
>HMT-734_16S002342 HMT-734 Streptococcus pneumoniae
>HMT-813_16S002343 HMT-813 Dolosigranulum pigrum
>HMT-663_16S002344 HMT-663 Stenotrophomonas maltophilia
>HMT-813_16S002345 HMT-813 Dolosigranulum pigrum
>HMT-734_16S002346 HMT-734 Streptococcus pneumoniae
>HMT-595_16S002347 HMT-595 Corynebacterium durum
>HMT-734_16S002348 HMT-734 Streptococcus pneumoniae
>HMT-827_16S002349 HMT-827 Yersinia pestis
>HMT-663_16S002350 HMT-663 Stenotrophomonas maltophilia
>HMT-893_16S002351 HMT-893 Actinomyces oris
>HMT-743_16S002352 HMT-743 Treponema putidum
>HMT-734_16S002353 HMT-734 Streptococcus pneumoniae
>HMT-531_16S002354 HMT-531 Aggregatibacter actinomycetemcomitans
>HMT-743_16S002355 HMT-743 Treponema putidum
>HMT-037_16S002356 HMT-037 Stenotrophomonas nitritireducens
>HMT-897_16S002357 HMT-897 Actinomyces sp. HMT-897
>HMT-743_16S002358 HMT-743 Treponema putidum
>HMT-893_16S002359 HMT-893 Actinomyces oris
>HMT-734_16S002360 HMT-734 Streptococcus pneumoniae
>HMT-753_16S002361 HMT-753 Cronobacter sakazakii
>HMT-897_16S002362 HMT-897 Actinomyces sp. HMT-897
>HMT-639_16S002363 HMT-639 Selenomonas infelix
>HMT-920_16S002364 HMT-920 Selenomonas sp. HMT-920
>HMT-574_16S002365 HMT-574 Escherichia coli
>HMT-755_16S002366 HMT-755 Streptococcus salivarius
>HMT-813_16S002367 HMT-813 Dolosigranulum pigrum
>HMT-663_16S002368 HMT-663 Stenotrophomonas maltophilia
>HMT-168_16S002369 HMT-168 Peptococcus sp. HMT-168
>HMT-920_16S002370 HMT-920 Selenomonas sp. HMT-920
>HMT-725_16S002371 HMT-725 Treponema pectinovorum
>HMT-725_16S002372 HMT-725 Treponema pectinovorum
>HMT-813_16S002373 HMT-813 Dolosigranulum pigrum
>HMT-574_16S002374 HMT-574 Escherichia coli
>HMT-595_16S002375 HMT-595 Corynebacterium durum
>HMT-734_16S002377 HMT-734 Streptococcus pneumoniae
>HMT-595_16S002378 HMT-595 Corynebacterium durum
>HMT-677_16S002379 HMT-677 Streptococcus mitis
>HMT-920_16S002380 HMT-920 Selenomonas sp. HMT-920
>HMT-028_16S002381 HMT-028 Oryzomicrobium terrae
>HMT-920_16S002382 HMT-920 Selenomonas sp. HMT-920
>HMT-240_16S002383 HMT-240 Schaalia sp. HMT-240
>HMT-138_16S002384 HMT-138 Selenomonas timonae
>HMT-136_16S002385 HMT-136 Selenomonas felix
>HMT-139_16S002386 HMT-139 Selenomonas dianae
>HMT-167_16S002387 HMT-167 Peptococcus sp. HMT-167
>HMT-725_16S002388 HMT-725 Treponema pectinovorum
>HMT-558_16S002389 HMT-558 Levilactobacillus brevis
>HMT-531_16S002390 HMT-531 Aggregatibacter actinomycetemcomitans
>HMT-725_16S002391 HMT-725 Treponema pectinovorum
>HMT-734_16S002392 HMT-734 Streptococcus pneumoniae
>HMT-595_16S002393 HMT-595 Corynebacterium durum
>HMT-179_16S002394 HMT-179 Actinomyces timonensis
>HMT-676_16S002395 HMT-676 Proteus mirabilis
>HMT-827_16S002396 HMT-827 Yersinia pestis
>HMT-531_16S002397 HMT-531 Aggregatibacter actinomycetemcomitans
>HMT-676_16S002398 HMT-676 Proteus mirabilis
>HMT-827_16S002399 HMT-827 Yersinia pestis
>HMT-676_16S002400 HMT-676 Proteus mirabilis
>HMT-827_16S002401 HMT-827 Yersinia pestis
>HMT-827_16S002402 HMT-827 Yersinia pestis
>HMT-609_16S002403 HMT-609 Neisseria flava
>HMT-172_16S002404 HMT-172 Schaalia sp. HMT-172
>HMT-827_16S002405 HMT-827 Yersinia pestis
>HMT-827_16S002406 HMT-827 Yersinia pestis
>HMT-574_16S002407 HMT-574 Escherichia coli
>HMT-531_16S002408 HMT-531 Aggregatibacter actinomycetemcomitans
>HMT-609_16S002409 HMT-609 Neisseria flava
>HMT-676_16S002410 HMT-676 Proteus mirabilis
>HMT-676_16S002411 HMT-676 Proteus mirabilis
>HMT-813_16S002412 HMT-813 Dolosigranulum pigrum
>HMT-827_16S002413 HMT-827 Yersinia pestis
>HMT-574_16S002414 HMT-574 Escherichia coli
>HMT-676_16S002415 HMT-676 Proteus mirabilis
>HMT-574_16S002416 HMT-574 Escherichia coli
>HMT-827_16S002417 HMT-827 Yersinia pestis
>HMT-531_16S002418 HMT-531 Aggregatibacter actinomycetemcomitans
>HMT-827_16S002419 HMT-827 Yersinia pestis
>HMT-609_16S002420 HMT-609 Neisseria flava
>HMT-172_16S002421 HMT-172 Schaalia sp. HMT-172
>HMT-169_16S002422 HMT-169 Actinomyces oris
>HMT-895_16S002423 HMT-895 Bifidobacterium animalis
>HMT-240_16S002424 HMT-240 Schaalia sp. HMT-240
>HMT-676_16S002425 HMT-676 Proteus mirabilis
>HMT-531_16S002426 HMT-531 Aggregatibacter actinomycetemcomitans
>HMT-823_16S002427 HMT-823 Mycobacterium leprae
>HMT-169_16S002428 HMT-169 Actinomyces oris
>HMT-827_16S002429 HMT-827 Yersinia pestis
>HMT-827_16S002430 HMT-827 Yersinia pestis
>HMT-574_16S002431 HMT-574 Escherichia coli
>HMT-676_16S002432 HMT-676 Proteus mirabilis
>HMT-827_16S002433 HMT-827 Yersinia pestis
>HMT-139_16S002434 HMT-139 Selenomonas dianae
>HMT-169_16S002435 HMT-169 Actinomyces oris
>HMT-531_16S002436 HMT-531 Aggregatibacter actinomycetemcomitans
>HMT-804_16S002437 HMT-804 Lactococcus lactis
>HMT-574_16S002438 HMT-574 Escherichia coli
>HMT-634_16S002439 HMT-634 Enterobacter hormaechei
>HMT-753_16S002440 HMT-753 Cronobacter sakazakii
>HMT-574_16S002441 HMT-574 Escherichia coli
>HMT-574_16S002442 HMT-574 Escherichia coli
>HMT-574_16S002443 HMT-574 Escherichia coli
>HMT-676_16S002444 HMT-676 Proteus mirabilis
>HMT-634_16S002445 HMT-634 Enterobacter hormaechei
>HMT-567_16S002446 HMT-567 Staphylococcus caprae
>HMT-574_16S002447 HMT-574 Escherichia coli
>HMT-574_16S002448 HMT-574 Escherichia coli
>HMT-574_16S002449 HMT-574 Escherichia coli
>HMT-574_16S002450 HMT-574 Escherichia coli
>HMT-574_16S002451 HMT-574 Escherichia coli
>HMT-634_16S002452 HMT-634 Enterobacter hormaechei
>HMT-946_16S002453 HMT-946 Haemophilus pittmaniae
>HMT-634_16S002454 HMT-634 Enterobacter hormaechei
>HMT-574_16S002455 HMT-574 Escherichia coli
>HMT-574_16S002456 HMT-574 Escherichia coli
>HMT-634_16S002457 HMT-634 Enterobacter hormaechei
>HMT-634_16S002458 HMT-634 Enterobacter hormaechei
>HMT-574_16S002459 HMT-574 Escherichia coli
>HMT-753_16S002460 HMT-753 Cronobacter sakazakii
>HMT-634_16S002461 HMT-634 Enterobacter hormaechei
>HMT-161_16S002462 HMT-161 Veillonella parvula
>HMT-683_16S002463 HMT-683 Simonsiella muelleri
>HMT-574_16S002464 HMT-574 Escherichia coli
>HMT-753_16S002465 HMT-753 Cronobacter sakazakii
>HMT-574_16S002466 HMT-574 Escherichia coli
>HMT-944_16S002467 HMT-944 Haemophilus sputorum
>HMT-161_16S002468 HMT-161 Veillonella parvula
>HMT-753_16S002469 HMT-753 Cronobacter sakazakii
>HMT-895_16S002470 HMT-895 Bifidobacterium animalis
>HMT-634_16S002471 HMT-634 Enterobacter hormaechei
>HMT-634_16S002472 HMT-634 Enterobacter hormaechei
>HMT-634_16S002473 HMT-634 Enterobacter hormaechei
>HMT-753_16S002474 HMT-753 Cronobacter sakazakii
>HMT-688_16S002475 HMT-688 Actinomyces viscosus
>HMT-634_16S002476 HMT-634 Enterobacter hormaechei
>HMT-574_16S002477 HMT-574 Escherichia coli
>HMT-115_16S002478 HMT-115 Serratia marcescens
>HMT-946_16S002479 HMT-946 Haemophilus pittmaniae
>HMT-634_16S002480 HMT-634 Enterobacter hormaechei
>HMT-753_16S002481 HMT-753 Cronobacter sakazakii
>HMT-574_16S002482 HMT-574 Escherichia coli
>HMT-946_16S002483 HMT-946 Haemophilus pittmaniae
>HMT-946_16S002484 HMT-946 Haemophilus pittmaniae
>HMT-634_16S002485 HMT-634 Enterobacter hormaechei
>HMT-574_16S002486 HMT-574 Escherichia coli
>HMT-671_16S002487 HMT-671 Schaalia meyeri
>HMT-180_16S002488 HMT-180 Schaalia sp. HMT-180
>HMT-753_16S002489 HMT-753 Cronobacter sakazakii
>HMT-753_16S002490 HMT-753 Cronobacter sakazakii
>HMT-574_16S002491 HMT-574 Escherichia coli
>HMT-574_16S002492 HMT-574 Escherichia coli
>HMT-946_16S002493 HMT-946 Haemophilus pittmaniae
>HMT-574_16S002494 HMT-574 Escherichia coli
>HMT-634_16S002495 HMT-634 Enterobacter hormaechei
>HMT-642_16S002496 HMT-642 Scardovia inopinata
>HMT-634_16S002497 HMT-634 Enterobacter hormaechei
>HMT-115_16S002498 HMT-115 Serratia marcescens
>HMT-753_16S002499 HMT-753 Cronobacter sakazakii
>HMT-710_16S002500 HMT-710 Schaalia dentiphila
>HMT-753_16S002501 HMT-753 Cronobacter sakazakii
>HMT-634_16S002502 HMT-634 Enterobacter hormaechei
>HMT-753_16S002503 HMT-753 Cronobacter sakazakii
>HMT-944_16S002504 HMT-944 Haemophilus sputorum
>HMT-115_16S002505 HMT-115 Serratia marcescens
>HMT-172_16S002506 HMT-172 Schaalia sp. HMT-172
>HMT-946_16S002507 HMT-946 Haemophilus pittmaniae
>HMT-574_16S002508 HMT-574 Escherichia coli
>HMT-181_16S002509 HMT-181 Schaalia lingnae
>HMT-574_16S002510 HMT-574 Escherichia coli
>HMT-634_16S002511 HMT-634 Enterobacter hormaechei
>HMT-574_16S002512 HMT-574 Escherichia coli
>HMT-574_16S002513 HMT-574 Escherichia coli
>HMT-240_16S002514 HMT-240 Schaalia sp. HMT-240
>HMT-476_16S002515 HMT-476 Neisseria subflava
>HMT-180_16S002516 HMT-180 Schaalia sp. HMT-180
>HMT-946_16S002517 HMT-946 Haemophilus pittmaniae
>HMT-634_16S002518 HMT-634 Enterobacter hormaechei
>HMT-574_16S002519 HMT-574 Escherichia coli
>HMT-753_16S002520 HMT-753 Cronobacter sakazakii
>HMT-115_16S002521 HMT-115 Serratia marcescens
>HMT-574_16S002522 HMT-574 Escherichia coli
>HMT-574_16S002523 HMT-574 Escherichia coli
>HMT-634_16S002524 HMT-634 Enterobacter hormaechei
>HMT-161_16S002525 HMT-161 Veillonella parvula
>HMT-946_16S002526 HMT-946 Haemophilus pittmaniae
>HMT-753_16S002527 HMT-753 Cronobacter sakazakii
>HMT-524_16S002528 HMT-524 Veillonella atypica
>HMT-138_16S002529 HMT-138 Selenomonas timonae
>HMT-634_16S002530 HMT-634 Enterobacter hormaechei
>HMT-753_16S002531 HMT-753 Cronobacter sakazakii
>HMT-567_16S002532 HMT-567 Staphylococcus caprae
>HMT-634_16S002533 HMT-634 Enterobacter hormaechei
>HMT-753_16S002534 HMT-753 Cronobacter sakazakii
>HMT-676_16S002535 HMT-676 Proteus mirabilis
>HMT-476_16S002536 HMT-476 Neisseria subflava
>HMT-138_16S002537 HMT-138 Selenomonas timonae
>HMT-130_16S002538 HMT-130 Selenomonas noxia
>HMT-895_16S002539 HMT-895 Bifidobacterium animalis
>HMT-574_16S002540 HMT-574 Escherichia coli
>HMT-753_16S002541 HMT-753 Cronobacter sakazakii
>HMT-461_16S002542 HMT-461 Lactobacillus ultunensis
>HMT-753_16S002543 HMT-753 Cronobacter sakazakii
>HMT-634_16S002544 HMT-634 Enterobacter hormaechei
>HMT-574_16S002545 HMT-574 Escherichia coli
>HMT-076_16S002546 HMT-076 Staphylococcus warneri
>HMT-574_16S002547 HMT-574 Escherichia coli
>HMT-574_16S002548 HMT-574 Escherichia coli
>HMT-827_16S002549 HMT-827 Yersinia pestis
>HMT-634_16S002550 HMT-634 Enterobacter hormaechei
>HMT-158_16S002551 HMT-158 Veillonella rogosae
>HMT-743_16S002552 HMT-743 Treponema putidum
>HMT-574_16S002553 HMT-574 Escherichia coli
>HMT-895_16S002554 HMT-895 Bifidobacterium animalis
>HMT-634_16S002555 HMT-634 Enterobacter hormaechei
>HMT-574_16S002556 HMT-574 Escherichia coli
>HMT-634_16S002557 HMT-634 Enterobacter hormaechei
>HMT-944_16S002558 HMT-944 Haemophilus sputorum
>HMT-634_16S002559 HMT-634 Enterobacter hormaechei
>HMT-634_16S002560 HMT-634 Enterobacter hormaechei
>HMT-161_16S002561 HMT-161 Veillonella parvula
>HMT-577_16S002562 HMT-577 Eikenella corrodens
>HMT-821_16S002563 HMT-821 Haemophilus ducreyi
>HMT-683_16S002564 HMT-683 Simonsiella muelleri
>HMT-821_16S002565 HMT-821 Haemophilus ducreyi
>HMT-865_16S002566 HMT-865 Kluyvera ascorbata
>HMT-574_16S002567 HMT-574 Escherichia coli
>HMT-535_16S002568 HMT-535 Haemophilus aegyptius
>HMT-649_16S002569 HMT-649 Neisseria lactamica
>HMT-718_16S002570 HMT-718 Haemophilus parainfluenzae
>HMT-887_16S002571 HMT-887 Veillonella denticariosi
>HMT-153_16S002572 HMT-153 Klebsiella aerogenes
>HMT-649_16S002573 HMT-649 Neisseria lactamica
>HMT-669_16S002574 HMT-669 Neisseria meningitidis
>HMT-577_16S002575 HMT-577 Eikenella corrodens
>HMT-577_16S002576 HMT-577 Eikenella corrodens
>HMT-180_16S002577 HMT-180 Schaalia sp. HMT-180
>HMT-701_16S002578 HMT-701 Schaalia odontolytica
>HMT-649_16S002579 HMT-649 Neisseria lactamica
>HMT-181_16S002580 HMT-181 Schaalia lingnae
>HMT-821_16S002581 HMT-821 Haemophilus ducreyi
>HMT-577_16S002582 HMT-577 Eikenella corrodens
>HMT-577_16S002583 HMT-577 Eikenella corrodens
>HMT-138_16S002584 HMT-138 Selenomonas timonae
>HMT-641_16S002585 HMT-641 Haemophilus influenzae
>HMT-158_16S002586 HMT-158 Veillonella rogosae
>HMT-946_16S002587 HMT-946 Haemophilus pittmaniae
>HMT-649_16S002588 HMT-649 Neisseria lactamica
>HMT-531_16S002589 HMT-531 Aggregatibacter actinomycetemcomitans
>HMT-649_16S002590 HMT-649 Neisseria lactamica
